,author,title,library_type,day,month,year,challenge_date,state
2117,"Cervantes, Angela","Gaby, Lost and Found",School,1,1,2022,2022-01-01,FL
2118,"Shusterman, Neal",Game Changer,School,1,2,2021,2021-02-01,TX
2119,"Zia, Farhana",Garden of My Imaan,School,1,1,2022,2022-01-01,FL
2121,"Seba, Jaime A.",Gay and Lesbian Role Models,School,1,12,2021,2021-12-01,TX
2122,"Sanna, Emily",Gay Believers: Homosexuality and Religion,School,1,12,2021,2021-12-01,TX
2124,"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, and Workplace Discrimination",School,1,12,2021,2021-12-01,TX
2127,"Seba, Jaime A.","Gay People of Color: Facing Prejudices, Forging Identities",School,1,12,2021,2021-12-01,TX
2128,"Kuhn, Betsy",Gay Power: The Stonewall Riots and The Gay Rights Movement of 1969,School,1,10,2022,2022-10-01,NC
2132,"Seba, Jaime A.","Gays and Mental Health: Fighting Depression, Saying No to Suicide",School,1,12,2021,2021-12-01,TX
2133,"Mikuta, Zoe Hana",Gearbreakers (Gearbreakers Series),School,1,2,2022,2022-02-01,TN
2134,"Poston, Ashley",Geekerella,School,1,7,2022,2022-07-01,FL
2135,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking and Honor Killings (Survivors: Ordinary People, Extraordinary Circumstances)",School,1,9,2022,2022-09-01,MO
2136,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking and Honor Killings (Survivors: Ordinary People, Extraordinary Circumstances)",School,1,11,2022,2022-11-01,MO
2137,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking and Honor Killings (Survivors: Ordinary People, Extraordinary Circumstances)",School,1,2,2022,2022-02-01,TX
2138,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking and Honor Killings (Survivors: Ordinary People, Extraordinary Circumstances)",School,1,12,2021,2021-12-01,TX
2139,"Léonard, Marie Des Neiges",Gender Equality and Identity Rights,School,1,12,2021,2021-12-01,TX
2140,"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,School,1,7,2022,2022-07-01,FL
2141,"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,School,1,11,2021,2021-11-01,UT
2142,"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,School,1,1,2022,2022-01-01,TX
2143,"Cook, Maria",Gender Identity: Beyond Pronouns and Bathrooms,School,1,2,2022,2022-02-01,TN
2144,"Light, Kate",Gender Identity: The Search for Self,School,1,7,2022,2022-07-01,FL
2147,"Light, Kate",Gender Identity: The Search for Self,School,1,11,2021,2021-11-01,UT
2148,"Light, Kate",Gender Identity: The Search for Self,School,1,12,2021,2021-12-01,TX
2149,"Light, Kate",Gender Identity: The Search for Self,School,1,12,2021,2021-12-01,TX
2150,"Winfield, Cynthia L.",Gender Identity: The Ultimate Teen Guide,School,1,7,2022,2022-07-01,VA
2151,"Winfield, Cynthia L.",Gender Identity: The Ultimate Teen Guide,School,1,7,2022,2022-07-01,VA
2152,"Winfield, Cynthia L.",Gender Identity: The Ultimate Teen Guide,School,1,12,2021,2021-12-01,TX
2153,"McIntosh, Kenneth and Walker, Ida",Gender Issues,School,1,12,2021,2021-12-01,TX
2154,"Lerner, K. Lee",Gender Issues and Sexuality: Essential Primary Sources,School,1,2,2022,2022-02-01,TN
2155,"Bornstein, Kate and Bergman, S. Bear",Gender Outlaws: The Next Generation,School,1,9,2022,2022-09-01,MO
2156,"Bornstein, Kate and Bergman, S. Bear",Gender Outlaws: The Next Generation,School,1,11,2022,2022-11-01,MO
2158,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,4,2022,2022-04-01,WA
2159,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2023,2023-01-01,ME
2160,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,NH
2161,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,CO
2162,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2022,2022-11-01,CT
2163,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2022,2022-12-01,ME
2164,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,ME
2165,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,WY
2166,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2022,2022-11-01,ME
2167,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,ME
2168,"Kobabe, Maia",Gender Queer: A Memoir,School,1,8,2022,2022-08-01,ME
2169,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,ME
2170,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,ME
2171,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,NY
2172,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2023,2023-01-01,WI
2173,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,RI
2174,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2022,2022-12-01,PA
2175,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,ME
2176,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,NC
2177,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2022,2022-11-01,UT
2178,"Kobabe, Maia",Gender Queer: A Memoir,School,1,8,2022,2022-08-01,TX
2179,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,MO
2180,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2022,2022-11-01,MO
2181,"Kobabe, Maia",Gender Queer: A Memoir,School,1,8,2022,2022-08-01,MO
2182,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,WY
2183,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,MA
2185,"Kobabe, Maia",Gender Queer: A Memoir,School,1,8,2022,2022-08-01,ME
2186,"Kobabe, Maia",Gender Queer: A Memoir,School,1,8,2022,2022-08-01,FL
2187,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,MI
2188,"Kobabe, Maia",Gender Queer: A Memoir,School,1,7,2022,2022-07-01,OK
2189,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,MO
2190,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,MO
2191,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,8,2022,2022-08-01,CT
2192,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,7,2022,2022-07-01,IL
2196,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,7,2022,2022-07-01,MI
2197,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,9,2022,2022-09-01,NH
2201,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,12,2022,2022-12-01,KY
2203,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,9,2022,2022-09-01,NH
2204,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,1,2023,2023-01-01,IL
2205,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2022,2022-12-01,PA
2206,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2023,2023-02-01,ID
2207,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2023,2023-02-01,NC
2208,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2023,2023-02-01,ME
2209,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2023,2023-02-01,NY
2210,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2022,2022-10-01,CT
2211,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,4,2023,2023-04-01,MS
2212,"Kobabe, Maia",Gender Queer: A Memoir,School,1,4,2023,2023-04-01,NY
2213,"Kobabe, Maia",Gender Queer: A Memoir,School,1,3,2023,2023-03-01,MI
2214,"Kobabe, Maia",Gender Queer: A Memoir,Public,1,4,2023,2023-04-01,ID
2215,"Kobabe, Maia",Gender Queer: A Memoir,School,1,3,2023,2023-03-01,NH
2218,"Kobabe, Maia",Gender Queer: A Memoir,School,1,3,2022,2022-03-01,CO
2219,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,AK
2220,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,IA
2221,"Kobabe, Maia",Gender Queer: A Memoir,School,1,4,2022,2022-04-01,NY
2222,"Kobabe, Maia",Gender Queer: A Memoir,School,1,3,2022,2022-03-01,MD
2223,"Kobabe, Maia",Gender Queer: A Memoir,School,1,6,2022,2022-06-01,IL
2225,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,TX
2226,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,KN
2227,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,WA
2228,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,FL
2229,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,TX
2230,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,UT
2231,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,IA
2233,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,TX
2234,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,FL
2235,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,IL
2236,"Kobabe, Maia",Gender Queer: A Memoir,School,1,4,2022,2022-04-01,NY
2237,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,TX
2238,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,IL
2239,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,PA
2241,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2021,2021-09-01,VA
2244,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,SC
2245,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,KN
2246,"Kobabe, Maia",Gender Queer: A Memoir,School,1,5,2022,2022-05-01,VA
2247,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,IL
2248,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,VA
2250,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2022,2022-09-01,OH
2251,"Kobabe, Maia",Gender Queer: A Memoir,School,1,3,2022,2022-03-01,KY
2253,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,TX
2254,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,PA
2255,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,IL
2256,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,MO
2258,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,IL
2259,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,WY
2261,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,RI
2262,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,PA
2264,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,NC
2265,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,FL
2266,"Kobabe, Maia",Gender Queer: A Memoir,School,1,4,2022,2022-04-01,FL
2267,"Kobabe, Maia",Gender Queer: A Memoir,School,1,8,2021,2021-08-01,PA
2269,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,TX
2270,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,PA
2271,"Kobabe, Maia",Gender Queer: A Memoir,School,1,5,2022,2022-05-01,ME
2272,"Kobabe, Maia",Gender Queer: A Memoir,School,1,5,2022,2022-05-01,ME
2273,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,MO
2274,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,MO
2276,"Kobabe, Maia",Gender Queer: A Memoir,School,1,4,2022,2022-04-01,OR
2277,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,GA
2279,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2022,2022-02-01,KN
2280,"Kobabe, Maia",Gender Queer: A Memoir,School,1,9,2021,2021-09-01,TX
2281,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2022,2022-02-01,MI
2283,"Kobabe, Maia",Gender Queer: A Memoir,School,1,7,2022,2022-07-01,OK
2284,"Kobabe, Maia",Gender Queer: A Memoir,School,1,5,2022,2022-05-01,CO
2285,"Kobabe, Maia",Gender Queer: A Memoir,School,1,11,2021,2021-11-01,IA
2286,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,VA
2287,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,NC
2288,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,WA
2289,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2022,2022-02-01,MA
2290,"Kobabe, Maia",Gender Queer: A Memoir,School,1,3,2022,2022-03-01,NY
2291,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,IA
2292,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,NJ
2293,"Kobabe, Maia",Gender Queer: A Memoir,School,1,2,2022,2022-02-01,ID
2294,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,PA
2295,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,IA
2296,"Kobabe, Maia",Gender Queer: A Memoir,School,1,10,2021,2021-10-01,PA
2297,"Kobabe, Maia",Gender Queer: A Memoir,School,1,12,2021,2021-12-01,ME
2298,"Kobabe, Maia",Gender Queer: A Memoir,School,1,1,2022,2022-01-01,NY
2299,"Williams, Alicia D.",Genesis Begins Again,School,1,5,2022,2022-05-01,PA
2300,"Hartinger, Brent",Geography Club (Russel Middlebrook Series),School,1,1,2022,2022-01-01,TX
2301,"Hartinger, Brent",Geography Club (Russel Middlebrook Series),School,1,12,2021,2021-12-01,TX
2302,"Hartinger, Brent",Geography Club (Russel Middlebrook Series),School,1,2,2022,2022-02-01,TN
2303,"Schanzer, Rosalyn",George vs. George: The American Revolution As Seen from Both Sides,School,1,1,2022,2022-01-01,TN
2304,"Schmidt, Tiffany",Get a Clue (Bookish Boyfriends Series),School,1,2,2022,2022-02-01,TN
2305,"Marley, Bob and Marley, Cedella","Get Up, Stand Up",School,1,9,2021,2021-09-01,PA
2306,"Sanchez, Alex",Getting it,School,1,12,2021,2021-12-01,TX
2307,"Venezia, Mike",Getting to Know the World's Greatest Artists: Faith Ringgold,School,1,9,2021,2021-09-01,PA
2308,"Reynolds, Jason",Ghost,School,1,9,2021,2021-09-01,PA
2309,"Rhodes, Jewell Parker",Ghost Boys,School,1,1,2023,2023-01-01,FL
2310,"Rhodes, Jewell Parker",Ghost Boys,School,1,2,2023,2023-02-01,FL
2311,"Rhodes, Jewell Parker",Ghost Boys,School,1,7,2022,2022-07-01,FL
2312,"Rhodes, Jewell Parker",Ghost Boys,School,1,11,2022,2022-11-01,NC
2313,"Rhodes, Jewell Parker",Ghost Boys,School,1,9,2021,2021-09-01,PA
2314,"Rhodes, Jewell Parker",Ghost Boys,School,1,5,2022,2022-05-01,FL
2315,"Rhodes, Jewell Parker",Ghost Boys,School,1,3,2022,2022-03-01,TX
2316,"Rhodes, Jewell Parker",Ghost Boys,School,1,3,2022,2022-03-01,TX
2317,"Rhodes, Jewell Parker",Ghost Boys,School,1,10,2021,2021-10-01,TN
2318,"Rhodes, Jewell Parker",Ghost Boys,School,1,11,2021,2021-11-01,FL
2319,"Rhodes, Jewell Parker",Ghost Boys,School,1,1,2022,2022-01-01,TX
2320,"Rhodes, Jewell Parker",Ghost Boys,School,1,9,2021,2021-09-01,NJ
2321,"Rhodes, Jewell Parker",Ghost Boys,School,1,9,2021,2021-09-01,TX
2322,"Waters, Erica",Ghost Wood Song,School,1,2,2022,2022-02-01,TN
2323,"Ewing, Eve",Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side,School,1,9,2021,2021-09-01,PA
2324,"Allison, John",Giant Days (Series),School,1,9,2022,2022-09-01,MO
2325,"Allison, John",Giant Days (Series),School,1,9,2022,2022-09-01,MO
2326,"Allison, John",Giant Days (Series),School,1,9,2022,2022-09-01,MO
2327,"Muir, Tamsyn",Gideon the Ninth (The Locked Tomb Series),School,1,2,2022,2022-02-01,TN
2328,"Lumbard, Rabiah York",Gift of Ramadan,School,1,1,2022,2022-01-01,FL
2329,"Lunge-Larsen, Lise",Gifts from the Gods: Ancient Words and Wisdom from Greek and Roman Mythology,School,1,1,2022,2022-01-01,TN
2331,"Winegarner, Andrew",Gilgamesh: A Graphic Novel,School,1,10,2021,2021-10-01,MO
2332,"Cohn, Rachel",Gingerbread,School,1,1,2023,2023-01-01,FL
2333,"Cohn, Rachel",Gingerbread,School,1,1,2022,2022-01-01,TX
2334,"Cohn, Rachel",Gingerbread,School,1,2,2022,2022-02-01,TX
2335,"Cohn, Rachel",Gingerbread,School,1,12,2021,2021-12-01,TX
2336,"Heaney, Katie",Girl Crushed,School,1,12,2021,2021-12-01,TX
2337,"Heaney, Katie",Girl Crushed,School,1,2,2022,2022-02-01,TN
2339,"Glasgow, Kathleen",Girl in Pieces,School,1,9,2022,2022-09-01,FL
2340,"Glasgow, Kathleen",Girl in Pieces,School,1,2,2023,2023-02-01,PA
2341,"Kwok, Jean",Girl in Translation,School,1,2,2023,2023-02-01,PA
2342,"Blake, Ashley Herring",Girl Made of Stars,School,1,2,2022,2022-02-01,TX
2343,"Blake, Ashley Herring",Girl Made of Stars,School,1,12,2021,2021-12-01,TX
2344,"Blake, Ashley Herring",Girl Made of Stars,School,1,2,2022,2022-02-01,TN
2345,"Girard, M-E",Girl Mans Up,School,1,7,2022,2022-07-01,FL
2346,"Girard, M-E",Girl Mans Up,School,1,7,2022,2022-07-01,VA
2347,"Girard, M-E",Girl Mans Up,School,1,2,2022,2022-02-01,GA
2348,"Girard, M-E",Girl Mans Up,School,1,7,2022,2022-07-01,VA
2350,"Girard, M-E",Girl Mans Up,School,1,2,2022,2022-02-01,TX
2351,"Girard, M-E",Girl Mans Up,School,1,12,2021,2021-12-01,TX
2352,"Gardner, Faith",Girl on the Line,School,1,2,2022,2022-02-01,TN
2353,Editors of Cider Mill Press,Girl Talk: The Ultimate Body & Puberty Book for Girls,School,1,9,2022,2022-09-01,MO
2354,"Limb, Sue","Girl, (Nearly) 16, Absolute Torture",School,1,1,2022,2022-01-01,TX
2355,"Limb, Sue","Girl, (Nearly) 16, Absolute Torture",School,1,2,2022,2022-02-01,TX
2356,"Limb, Sue","Girl, (Nearly) 16, Absolute Torture",School,1,12,2021,2021-12-01,TX
2357,"Evaristo, Bernardine","Girl, Woman, Other",School,1,5,2022,2022-05-01,SD
2358,"Robson, Laura Brooke",Girls at the Edge of the World,School,1,2,2022,2022-02-01,TN
2359,"Turner, Nikki",Girls from Da Hood (Series),School,1,2,2023,2023-02-01,PA
2360,"Turner, Nikki",Girls from Da Hood (Series),School,1,2,2023,2023-02-01,PA
2361,"Alger, Christina",Girls Like Us,School,1,8,2022,2022-08-01,VA
2362,"Alger, Christina",Girls Like Us,School,1,11,2021,2021-11-01,FL
2363,"Giles, Gail",Girls Like Us,School,1,7,2022,2022-07-01,VA
2364,"Giles, Gail",Girls Like Us,School,1,7,2022,2022-07-01,FL
2366,"Giles, Gail",Girls Like Us,School,1,7,2022,2022-07-01,VA
2367,"Giles, Gail",Girls Like Us,School,1,7,2022,2022-07-01,VA
2368,"Giles, Gail",Girls Like Us,School,1,12,2021,2021-12-01,TX
2369,"Pink, Randi",Girls Like Us,School,1,7,2022,2022-07-01,FL
2370,"Bashardoust, Melissa",Girls Made of Snow and Glass,School,1,2,2022,2022-02-01,TN
2371,"Ngan, Natasha",Girls of Paper and Fire,School,1,7,2022,2022-07-01,FL
2372,"Waller, Sharon Biggs",Girls on the Verge,School,1,7,2022,2022-07-01,FL
2373,"Rosen, Michael J.",Girls vs. Guys: Surprising Differences between the Sexes,School,1,2,2022,2022-02-01,TX
2374,"Rosen, Michael J.",Girls vs. Guys: Surprising Differences between the Sexes,School,1,12,2021,2021-12-01,TX
2375,"Deutsch, Stacia",Girls Who Code (series),School,1,9,2021,2021-09-01,PA
2376,"Hopkins, Ellen",Glass,School,1,11,2022,2022-11-01,TX
2377,"Hopkins, Ellen",Glass,School,1,10,2022,2022-10-01,FL
2378,"Hopkins, Ellen",Glass,School,1,8,2022,2022-08-01,FL
2379,"Hopkins, Ellen",Glass,School,1,1,2023,2023-01-01,FL
2380,"Hopkins, Ellen",Glass,School,1,1,2023,2023-01-01,TX
2381,"Hopkins, Ellen",Glass,School,1,1,2023,2023-01-01,FL
2382,"Hopkins, Ellen",Glass,School,1,12,2022,2022-12-01,SC
2383,"Hopkins, Ellen",Glass,School,1,10,2022,2022-10-01,SC
2385,"Hopkins, Ellen",Glass,School,1,2,2023,2023-02-01,PA
2386,"Hopkins, Ellen",Glass,School,1,2,2023,2023-02-01,PA
2387,"Hopkins, Ellen",Glass,School,1,1,2022,2022-01-01,TX
2388,"Hopkins, Ellen",Glass,School,1,3,2023,2023-03-01,WY
2389,"Walls, Jeannette",The Glass Castle,School,1,2,2022,2022-02-01,VA
2390,"Nagle, Jeanne",GLBT teens and society,School,1,12,2021,2021-12-01,TX
2391,"Huegel, Kelly",GLBTQ: The Survival Guide for Queer and Questioning Teens,School,1,9,2022,2022-09-01,FL
2392,"Huegel, Kelly",GLBTQ: The Survival Guide for Queer and Questioning Teens,School,1,2,2022,2022-02-01,TX
2393,"Huegel, Kelly",GLBTQ: The Survival Guide for Queer and Questioning Teens,School,1,11,2021,2021-11-01,UT
2394,"Huegel, Kelly",GLBTQ: The Survival Guide for Queer and Questioning Teens,School,1,12,2021,2021-12-01,TX
2395,"Daniels, Babygirl",Glitter,School,1,2,2022,2022-02-01,TX
2396,"Knutson, Julie",Global Citizenship: Engage in the Politics of a Changing World,School,1,5,2022,2022-05-01,PA
2397,"Sparks, Beatrice",Go Ask Alice,School,1,10,2022,2022-10-01,OH
2398,"Sparks, Beatrice",Go Ask Alice,School,1,2,2023,2023-02-01,NC
2399,"Sparks, Beatrice",Go Ask Alice,School,1,2,2023,2023-02-01,PA
2400,"Sparks, Beatrice",Go Ask Alice,School,1,9,2022,2022-09-01,FL
2401,"Sparks, Beatrice",Go Ask Alice,School,1,10,2022,2022-10-01,SC
2403,"Sparks, Beatrice",Go Ask Alice,School,1,12,2022,2022-12-01,SC
2405,"Sparks, Beatrice",Go Ask Alice,School,1,2,2023,2023-02-01,PA
2406,"Sparks, Beatrice",Go Ask Alice,School,1,2,2023,2023-02-01,FL
2407,"Sparks, Beatrice",Go Ask Alice,School,1,5,2022,2022-05-01,MI
2408,"Lee, Harper",Go Set a Watchman,School,1,2,2023,2023-02-01,PA
2410,"Williams, Lily and Schneemann, Karen",Go with the Flow,School,1,11,2021,2021-11-01,TX
2411,"Lyons, Kelly Starling",Going Down Home with Daddy,School,1,1,2022,2022-01-01,FL
2412,"London, Alex",Gold Wings Rising,School,1,2,2022,2022-02-01,TN
2413,"Tarttelin, Abigail",Golden Boy,School,1,2,2022,2022-02-01,TX
2414,"Tarttelin, Abigail",Golden Boy,School,1,2,2022,2022-02-01,TN
2415,"Flynn, Gillian",Gone Girl,School,1,7,2022,2022-07-01,FL
2416,"Flynn, Gillian",Gone Girl,School,1,11,2022,2022-11-01,NC
2417,"Flynn, Gillian",Gone Girl,School,1,11,2021,2021-11-01,FL
2418,"Moskowitz, Hannah","Gone, Gone, Gone",School,1,1,2023,2023-01-01,FL
2419,"Moskowitz, Hannah","Gone, Gone, Gone",School,1,1,2022,2022-01-01,TX
2420,"Moskowitz, Hannah","Gone, Gone, Gone",School,1,12,2021,2021-12-01,TX
2421,"Jackson, Holly","Good Girl, Bad Blood (Series)",School,1,1,2022,2022-01-01,TX
2422,"Jacob, Mira",Good Talk: A Memoir in Conversations,School,1,9,2022,2022-09-01,MO
2423,"Noxon, Christopher",Good Trouble: Lessons from the Civil Rights Playbook,School,1,10,2021,2021-10-01,VA
2424,"Weatherford, Carole Boston",Gordon Parks: How the Photographer Captured Black and White America,School,1,9,2021,2021-09-01,PA
2425,"Von Ziegesar, Cecily",Gossip Girl,School,1,11,2021,2021-11-01,FL
2426,"Baek, Hya Kyung",Gossip Girl (Manga),School,1,7,2022,2022-07-01,FL
2427,"Wallmark, Laurie",Grace Hopper: Queen of Computer Code,School,1,9,2021,2021-09-01,PA
2428,"Polonsky, Ami",Gracefully Grayson,School,1,7,2022,2022-07-01,FL
2429,"Polonsky, Ami",Gracefully Grayson,School,1,7,2022,2022-07-01,FL
2430,"Polonsky, Ami",Gracefully Grayson,School,1,1,2022,2022-01-01,FL
2431,"Polonsky, Ami",Gracefully Grayson,School,1,2,2022,2022-02-01,TX
2432,"Polonsky, Ami",Gracefully Grayson,School,1,12,2021,2021-12-01,TX
2433,"Polonsky, Ami",Gracefully Grayson,School,1,1,2022,2022-01-01,TX
2434,"Cashore, Kristin",Graceling,School,1,7,2022,2022-07-01,FL
2435,"Cashore, Kristin",Graceling,School,1,9,2022,2022-09-01,FL
2436,"Cashore, Kristin",Graceling,School,1,11,2022,2022-11-01,NC
2437,"Cashore, Kristin",Graceling,School,1,1,2022,2022-01-01,FL
2438,"Cashore, Kristin",Graceling,School,1,3,2022,2022-03-01,TX
2439,"Cashore, Kristin",Graceling,School,1,3,2022,2022-03-01,TX
2440,"Cashore, Kristin",Graceling,School,1,5,2022,2022-05-01,MI
2441,"Cashore, Kristin",Graceling,School,1,11,2021,2021-11-01,FL
2442,"Cashore, Kristin",Graceling,School,1,4,2022,2022-04-01,PA
2444,"Tompert, Ann",Grandfather Tang's Story: A Tale Told with Tangrams,School,1,1,2022,2022-01-01,FL
2445,"Birtha, Becky",Grandmama's Pride,School,1,1,2022,2022-01-01,FL
2446,"Zunon, Elizabeth",Grandpa Cacao: A Tale of Chocolate from Farm to Family,School,1,9,2021,2021-09-01,PA
2447,"Pomplun, Tom",Graphic Classics: Bram Stoker (Series),School,1,9,2022,2022-09-01,MO
2448,"Pomplun, Tom",Graphic Classics: Edgar Allan Poe (Series),School,1,9,2022,2022-09-01,MO
2449,"Pomplun, Tom",Graphic Classics: Mark Twain (Series),School,1,9,2022,2022-09-01,MO
2450,"Eskilson, Stephen J.",Graphic Design: A New History,School,1,9,2022,2022-09-01,MO
2451,"Gendry-Kim, Keum Suk",Grass,School,1,9,2022,2022-09-01,MO
2452,"Smith, Andrew A.",Grasshopper Jungle,School,1,7,2022,2022-07-01,VA
2453,"Smith, Andrew A.",Grasshopper Jungle,School,1,7,2022,2022-07-01,FL
2454,"Smith, Andrew A.",Grasshopper Jungle,School,1,7,2022,2022-07-01,VA
2455,"Smith, Andrew A.",Grasshopper Jungle,School,1,1,2022,2022-01-01,TX
2456,"Smith, Andrew A.",Grasshopper Jungle,School,1,11,2021,2021-11-01,FL
2457,"Smith, Andrew A.",Grasshopper Jungle,School,1,2,2022,2022-02-01,TX
2458,"Smith, Andrew A.",Grasshopper Jungle,School,1,12,2021,2021-12-01,TX
