,author,title,library_type,day,month,year,challenge_date,state
6271,"Mlynowski, Sarah",The Ten Things We Did (and Probably Shouldn't Have),School,1,7,2022,2022-07-01,FL
6272,"Picoult, Jodi",The Tenth Circle,School,1,7,2022,2022-07-01,FL
6273,"Picoult, Jodi",The Tenth Circle,School,1,2,2023,2023-02-01,FL
6274,"Picoult, Jodi",The Tenth Circle,School,1,11,2021,2021-11-01,FL
6275,"Kern, Peggy",The Test,School,1,12,2021,2021-12-01,TX
6276,"Atwood, Margaret",The Testaments,School,1,7,2022,2022-07-01,FL
6277,"Atwood, Margaret",The Testaments,School,1,1,2023,2023-01-01,FL
6278,"Atwood, Margaret",The Testaments,Public,1,8,2022,2022-08-01,CO
6279,"Atwood, Margaret",The Testaments,School,1,3,2022,2022-03-01,MO
6280,"Atwood, Margaret",The Testaments,School,1,3,2022,2022-03-01,TX
6281,"Atwood, Margaret",The Testaments,School,1,11,2021,2021-11-01,KN
6282,"Atwood, Margaret",The Testaments,School,1,3,2022,2022-03-01,MO
6284,"O'Brien, Tim",The Things They Carried,School,1,7,2022,2022-07-01,FL
6285,"O'Brien, Tim",The Things They Carried,School,1,11,2021,2021-11-01,FL
6286,"Collins, B. R.",The Traitor Game,School,1,12,2021,2021-12-01,TX
6287,"Noguera, Pedro",The Trouble with Black Boys,School,1,9,2021,2021-09-01,PA
6290,"Mathieu, Jennifer",The Truth About Alice,School,1,9,2022,2022-09-01,ND
6291,"Mathieu, Jennifer",The Truth About Alice,School,1,10,2022,2022-10-01,SC
6292,"Mathieu, Jennifer",The Truth About Alice,School,1,9,2022,2022-09-01,FL
6294,"Mathieu, Jennifer",The Truth About Alice,School,1,7,2022,2022-07-01,FL
6295,"Mathieu, Jennifer",The Truth About Alice,School,1,12,2022,2022-12-01,SC
6297,"Mathieu, Jennifer",The Truth About Alice,School,1,4,2023,2023-04-01,OR
6298,"Mathieu, Jennifer",The Truth About Alice,School,1,3,2023,2023-03-01,FL
6299,"Mathieu, Jennifer",The Truth About Alice,School,1,3,2023,2023-03-01,CO
6300,"Mathieu, Jennifer",The Truth About Alice,School,1,2,2023,2023-02-01,FL
6301,"Mathieu, Jennifer",The Truth About Alice,School,1,11,2022,2022-11-01,NC
6302,"Mathieu, Jennifer",The Truth About Alice,School,1,1,2023,2023-01-01,FL
6303,"Mathieu, Jennifer",The Truth About Alice,School,1,2,2023,2023-02-01,PA
6304,"Mathieu, Jennifer",The Truth About Alice,School,1,8,2022,2022-08-01,OK
6305,"Mathieu, Jennifer",The Truth About Alice,School,1,8,2022,2022-08-01,VA
6306,"Mathieu, Jennifer",The Truth About Alice,School,1,3,2022,2022-03-01,NC
6307,"Mathieu, Jennifer",The Truth About Alice,School,1,11,2021,2021-11-01,TX
6309,"Mathieu, Jennifer",The Truth About Alice,School,1,11,2021,2021-11-01,FL
6310,"Mathieu, Jennifer",The Truth About Alice,School,1,4,2022,2022-04-01,FL
6311,"Mathieu, Jennifer",The Truth About Alice,School,1,2,2022,2022-02-01,PA
6312,"Mathieu, Jennifer",The Truth About Alice,School,1,2,2022,2022-02-01,FL
6313,"Mathieu, Jennifer",The Truth About Alice,School,1,11,2021,2021-11-01,UT
6314,"Mathieu, Jennifer",The Truth About Alice,School,1,2,2022,2022-02-01,RI
6316,"Mathieu, Jennifer",The Truth About Alice,School,1,4,2022,2022-04-01,FL
6317,"Mathieu, Jennifer",The Truth About Alice,School,1,1,2022,2022-01-01,FL
6318,"Mathieu, Jennifer",The Truth About Alice,School,1,8,2022,2022-08-01,OK
6319,"Mathieu, Jennifer",The Truth About Alice,School,1,4,2022,2022-04-01,FL
6321,"Brown, Savannah",The Truth About Keeping Secrets,School,1,12,2021,2021-12-01,TX
6322,"Kittleson, Mark J. , Kane, William , Howard-Barr, Elissa , Rennegarbe, Richelle",Sexual Behavior and Unplanned Pregnancy,School,1,7,2022,2022-07-01,FL
6323,"Kittleson, Mark J. , Kane, William , Howard-Barr, Elissa , Rennegarbe, Richelle",Sexual Behavior and Unplanned Pregnancy,School,1,2,2023,2023-02-01,PA
6324,"Ramos, NoNieqa",The Truth Is,School,1,7,2022,2022-07-01,FL
6325,"Ramos, NoNieqa",The Truth Is,School,1,12,2021,2021-12-01,TX
6326,"Nye, Naomi Shihab",The Turtle of Oman,School,1,1,2022,2022-01-01,FL
6328,"Riordan, Rick",The Tyrant’s Tomb (The Trials of Apollo Series),School,1,2,2022,2022-02-01,TN
6329,"Larimore, Walter L.",The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body,School,1,12,2021,2021-12-01,TX
6330,"Belge, Kathy and Bieschke, Marke",Queer: The Ultimate LGBTQ Guide for Teens,School,1,1,2023,2023-01-01,ME
6331,"Belge, Kathy and Bieschke, Marke",Queer: The Ultimate LGBTQ Guide for Teens,School,1,11,2022,2022-11-01,WI
6332,"Belge, Kathy and Bieschke, Marke",Queer: The Ultimate LGBTQ Guide for Teens,Public,1,11,2021,2021-11-01,TX
6333,"Alexander, Kwame",The Undefeated,School,1,7,2022,2022-07-01,FL
6334,"Alexander, Kwame",The Undefeated,School,1,9,2021,2021-09-01,PA
6338,"Nordberg, Jenny",The Underground Girls of Kabul: In Search of a Hidden Resistance in Afghanistan,School,1,12,2021,2021-12-01,TX
6339,"Albertalli, Becky",The Upside of Unrequited,School,1,2,2023,2023-02-01,NJ
6342,"Albertalli, Becky",The Upside of Unrequited,School,1,9,2022,2022-09-01,ND
6343,"Albertalli, Becky",The Upside of Unrequited,School,1,10,2022,2022-10-01,SC
6344,"Albertalli, Becky",The Upside of Unrequited,School,1,9,2022,2022-09-01,FL
6346,"Albertalli, Becky",The Upside of Unrequited,School,1,12,2022,2022-12-01,SC
6348,"Albertalli, Becky",The Upside of Unrequited,School,1,3,2023,2023-03-01,OH
6350,"Albertalli, Becky",The Upside of Unrequited,School,1,1,2022,2022-01-01,TX
6351,"Albertalli, Becky",The Upside of Unrequited,School,1,2,2022,2022-02-01,TX
6352,"Albertalli, Becky",The Upside of Unrequited,School,1,12,2021,2021-12-01,TX
6353,"Albertalli, Becky",The Upside of Unrequited,School,1,2,2022,2022-02-01,TN
6354,"Keyser, Amber J.",The V-Word: True Stories About FIrst Time Sex,School,1,11,2022,2022-11-01,CT
6357,"Keyser, Amber J.",The V-Word: True Stories About FIrst Time Sex,Public,1,7,2022,2022-07-01,LA
6358,"Auel, Jean M.",The Valley of Horses,School,1,2,2023,2023-02-01,PA
6359,"Burd, Nick",The Vast Fields of Ordinary,School,1,2,2023,2023-02-01,ID
6360,"Burd, Nick",The Vast Fields of Ordinary,School,1,12,2021,2021-12-01,TX
6361,"Glines, Abbi",The Vincent Boys,School,1,11,2021,2021-11-01,FL
6362,"Glines, Abbi",The Vincent Boys,School,1,1,2022,2022-01-01,FL
6363,"Glines, Abbi",The Vincent Boys,School,1,4,2022,2022-04-01,FL
6364,"Glines, Abbi",The Vincent Boys,School,1,1,2022,2022-01-01,TX
6365,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6366,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6367,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,11,2022,2022-11-01,MO
6368,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,11,2022,2022-11-01,MO
6369,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,11,2022,2022-11-01,MO
6370,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6371,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6372,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6373,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6374,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6375,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6376,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6377,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6378,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6379,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6380,"Kirkman, Robert",The Walking Dead: A Continuing Story of Survival Horror (Series),School,1,9,2022,2022-09-01,MO
6381,"Hesse, Monica",The War Outside,School,1,2,2021,2021-02-01,TX
6382,"Steele, Hamish",The Watcher's Test (Deadendia Series),School,1,2,2022,2022-02-01,TN
6383,"Curtis, Christopher Paul",The Watsons Go To Birmingham - 1963,School,1,7,2022,2022-07-01,FL
6384,"Mac, Carrie",The Way back,School,1,2,2022,2022-02-01,TX
6385,"Mac, Carrie",The Way back,School,1,12,2021,2021-12-01,TX
6386,"Smith, Amber",The Way I used to Be,School,1,10,2021,2021-10-01,OK
6387,"Ancrum, K.",The Weight of the Stars,School,1,2,2022,2022-02-01,TN
6388,"Howard, Greg",The Whispers,School,1,1,2022,2022-01-01,TX
6389,"Howard, Greg",The Whispers,School,1,2,2022,2022-02-01,TX
6390,"Howard, Greg",The Whispers,School,1,12,2021,2021-12-01,TX
6391,"Howard, Greg",The Whispers,School,1,1,2022,2022-01-01,TX
6392,"Pierce, Tamora",The Will of the Empress (The Circle Reforged Series),School,1,2,2022,2022-02-01,TN
6393,"Bacigalupi, Paolo",The Windup Girl,School,1,2,2022,2022-02-01,MO
6394,"Ostertag, Molly",The Witch Boy,School,1,7,2022,2022-07-01,FL
6395,"Ostertag, Molly",The Witch Boy,School,1,11,2021,2021-11-01,FL
6396,"Osertag, Molly Knox",The Witch Boy,School,1,4,2022,2022-04-01,UT
6397,"Edgmon, H. E.",The Witch King (The Witch King Series),School,1,2,2022,2022-02-01,TN
6398,"Bowles, David and Raul The Third",The Witch Owl Parliament (Clockwork Curandera Series),School,1,2,2022,2022-02-01,TN
6399,"Page, Nathan",The Witch's Hand (The Montague Twins),School,1,2,2022,2022-02-01,TN
6400,"Ahdieh, Renee",The Wrath & The Dawn,School,1,7,2022,2022-07-01,FL
6401,"Cheng, Andrea",The Year of the Book (Anna Wang Series),School,1,9,2021,2021-09-01,PA
6402,"Atwood, Margaret",The Year of the Flood,School,1,12,2022,2022-12-01,FL
6404,"Jansen, Dani A.",The Year Shakespeare Ruined My Life,School,1,2,2022,2022-02-01,TN
6405,"Garden, Nancy",The Year They Burned the Books,School,1,12,2021,2021-12-01,TX
6406,"Hopkins, Ellen",The You I've Never Known,School,1,10,2022,2022-10-01,SC
6408,"Hopkins, Ellen",The You I've Never Known,School,1,10,2022,2022-10-01,FL
6409,"Hopkins, Ellen",The You I've Never Known,School,1,1,2023,2023-01-01,TX
6410,"Hopkins, Ellen",The You I've Never Known,School,1,12,2022,2022-12-01,SC
6412,"Hopkins, Ellen",The You I've Never Known,School,1,2,2023,2023-02-01,PA
6413,"Hopkins, Ellen",The You I've Never Known,School,1,1,2022,2022-01-01,FL
6414,"Hopkins, Ellen",The You I've Never Known,School,1,2,2022,2022-02-01,TX
6415,"Hopkins, Ellen",The You I've Never Known,School,1,12,2021,2021-12-01,TX
6416,"Lu, Marie",The Young Elites,School,1,7,2022,2022-07-01,FL
6417,"Hurston, Zora Neale",Their Eyes Were Watching God,School,1,10,2021,2021-10-01,OK
6418,"Blume, Judy","Then Again, Maybe I Won't",School,1,3,2022,2022-03-01,TX
6419,"Overy, Alexandra",These Feathered Flames (These Feathered Flames Series),School,1,2,2022,2022-02-01,TN
6420,"Sterling, Isabel",These Witches Don't Burn (These Witches Don't Burn Series),School,1,2,2022,2022-02-01,TN
6421,"Silvera, Adam",They Both Die at the End,School,1,7,2022,2022-07-01,FL
6422,"Silvera, Adam",They Both Die at the End,School,1,1,2022,2022-01-01,FL
6423,"Silvera, Adam",They Both Die at the End,School,1,1,2022,2022-01-01,TX
6424,"Silvera, Adam",They Both Die at the End,School,1,2,2022,2022-02-01,MN
6425,"Silvera, Adam",They Both Die at the End,School,1,2,2022,2022-02-01,TX
6426,"Silvera, Adam",They Both Die at the End,School,1,12,2021,2021-12-01,TX
6427,"Silvera, Adam",They Both Die at the End,School,1,2,2022,2022-02-01,TN
6428,"Kilbourne, Christina",They Called Me Red,School,1,11,2021,2021-11-01,FL
6429,"Bartoletti, Susan Campbell",They Called Themselves the KKK: The Birth of An American Terrorist Group,School,1,7,2022,2022-07-01,FL
6431,"Bartoletti, Susan Campbell",They Called Themselves the KKK: The Birth of An American Terrorist Group,School,1,11,2021,2021-11-01,KN
6432,"Bartoletti, Susan Campbell",They Called Themselves the KKK: The Birth of An American Terrorist Group,School,1,1,2022,2022-01-01,TX
6434,"Bartoletti, Susan Campbell",They Called Themselves the KKK: The Birth of An American Terrorist Group,School,1,2,2022,2022-02-01,TX
6435,"Bartoletti, Susan Campbell",They Called Themselves the KKK: The Birth of An American Terrorist Group,School,1,12,2021,2021-12-01,TX
6436,"Takei, George , Eisinger, Justin , and Scott, Steven",They Called Us Enemy,School,1,9,2021,2021-09-01,PA
6437,"Gonzales, Christina Maya and SG, Matthew","They, She, He Easy as ABC",School,1,9,2021,2021-09-01,PA
6438,"Gonzalez, Maya Christina and SG, Matthew","They, She, He Easy as ABC",School,1,12,2021,2021-12-01,TX
6439,"Achebe, Chinua",Things Fall Apart,School,1,10,2021,2021-10-01,WA
6440,"Bennett, Michael",Things That Make White People Uncomfortable (Adapted for Young Adults),School,1,12,2021,2021-12-01,TX
6441,"Coles, Jay",Things We Couldn't Say,School,1,2,2022,2022-02-01,TN
6442,"Bruchac, Joseph",Thirteen Moons on the Turtle's Back,School,1,1,2022,2022-01-01,FL
6443,"Asher, Jay",Thirteen Reasons Why,School,1,10,2022,2022-10-01,SC
6444,"Asher, Jay",Thirteen Reasons Why,School,1,9,2022,2022-09-01,FL
6447,"Asher, Jay",Thirteen Reasons Why,School,1,12,2022,2022-12-01,CO
6448,"Asher, Jay",Thirteen Reasons Why,School,1,9,2022,2022-09-01,ND
6449,"Asher, Jay",Thirteen Reasons Why,School,1,7,2022,2022-07-01,FL
6450,"Asher, Jay",Thirteen Reasons Why,School,1,12,2022,2022-12-01,SC
6453,"Asher, Jay",Thirteen Reasons Why,School,1,2,2023,2023-02-01,PA
6454,"Asher, Jay",Thirteen Reasons Why,School,1,3,2023,2023-03-01,FL
6455,"Asher, Jay",Thirteen Reasons Why,School,1,3,2023,2023-03-01,GA
6456,"Asher, Jay",Thirteen Reasons Why,School,1,2,2023,2023-02-01,FL
6457,"Asher, Jay",Thirteen Reasons Why,School,1,2,2023,2023-02-01,NC
6458,"Asher, Jay",Thirteen Reasons Why,School,1,2,2023,2023-02-01,PA
6459,"Asher, Jay",Thirteen Reasons Why,School,1,11,2022,2022-11-01,NC
6460,"Asher, Jay",Thirteen Reasons Why,School,1,1,2023,2023-01-01,FL
6461,"Asher, Jay",Thirteen Reasons Why,School,1,11,2021,2021-11-01,OK
6462,"Asher, Jay",Thirteen Reasons Why,School,1,10,2021,2021-10-01,OK
6463,"Asher, Jay",Thirteen Reasons Why,School,1,5,2022,2022-05-01,UT
6465,"Asher, Jay",Thirteen Reasons Why,School,1,3,2022,2022-03-01,TX
6466,"Asher, Jay",Thirteen Reasons Why,School,1,3,2022,2022-03-01,TX
6468,"Asher, Jay",Thirteen Reasons Why,School,1,5,2022,2022-05-01,MI
6469,"Asher, Jay",Thirteen Reasons Why,School,1,11,2021,2021-11-01,FL
6470,"Asher, Jay",Thirteen Reasons Why,School,1,4,2022,2022-04-01,FL
6471,"Asher, Jay",Thirteen Reasons Why,School,1,10,2021,2021-10-01,TX
6472,"Asher, Jay",Thirteen Reasons Why,School,1,2,2022,2022-02-01,PA
6473,"Asher, Jay",Thirteen Reasons Why,School,1,4,2022,2022-04-01,PA
6474,"Asher, Jay",Thirteen Reasons Why,School,1,11,2021,2021-11-01,UT
6475,"Asher, Jay",Thirteen Reasons Why,School,1,5,2022,2022-05-01,ID
6476,"Asher, Jay",Thirteen Reasons Why,School,1,2,2022,2022-02-01,RI
6477,"Asher, Jay",Thirteen Reasons Why,School,1,6,2022,2022-06-01,PA
6478,"Asher, Jay",Thirteen Reasons Why,School,1,1,2022,2022-01-01,FL
6479,"Asher, Jay",Thirteen Reasons Why,School,1,4,2022,2022-04-01,FL
6480,"Asher, Jay",Thirteen Reasons Why,School,1,4,2022,2022-04-01,FL
6481,"Asher, Jay",Thirteen Reasons Why,School,1,12,2021,2021-12-01,FL
6483,"Asher, Jay",Thirteen Reasons Why,School,1,4,2022,2022-04-01,FL
6484,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,1,2023,2023-01-01,FL
6485,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,7,2022,2022-07-01,FL
6486,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",Public,1,9,2022,2022-09-01,WA
6488,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,9,2021,2021-09-01,PA
6489,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,9,2021,2021-09-01,PA
6490,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,11,2021,2021-11-01,FL
6491,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,2,2022,2022-02-01,TX
6492,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,12,2021,2021-12-01,TX
6493,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,4,2022,2022-04-01,FL
6494,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",School,1,2,2022,2022-02-01,TN
6496,"Dawson, Juno",This Book is Gay,Public,1,10,2021,2021-10-01,LA
6497,"Dawson, Juno",This Book is Gay,School,1,10,2022,2022-10-01,MA
6498,"Dawson, Juno",This Book is Gay,School,1,11,2022,2022-11-01,UT
6499,"Dawson, Juno",This Book is Gay,School,1,9,2022,2022-09-01,MI
6500,"Dawson, Juno",This Book is Gay,School,1,9,2022,2022-09-01,MI
6501,"Dawson, Juno",This Book is Gay,School,1,11,2022,2022-11-01,WI
6502,"Dawson, Juno",This Book is Gay,School,1,11,2022,2022-11-01,CT
6503,"Dawson, Juno",This Book is Gay,School,1,11,2022,2022-11-01,SC
6504,"Dawson, Juno",This Book is Gay,School,1,11,2022,2022-11-01,VA
6505,"Dawson, Juno",This Book is Gay,School,1,9,2022,2022-09-01,MO
6506,"Dawson, Juno",This Book is Gay,School,1,10,2022,2022-10-01,NC
6507,"Dawson, Juno",This Book is Gay,School,1,9,2022,2022-09-01,WA
6508,"Dawson, Juno",This Book is Gay,School,1,11,2022,2022-11-01,UT
6509,"Dawson, Juno",This Book is Gay,School,1,9,2022,2022-09-01,CA
6510,"Dawson, Juno",This Book is Gay,School,1,9,2022,2022-09-01,CA
6511,"Dawson, Juno",This Book is Gay,School,1,12,2022,2022-12-01,PA
6512,"Dawson, Juno",This Book is Gay,School,1,1,2023,2023-01-01,PA
6513,"Dawson, Juno",This Book is Gay,Public,1,11,2022,2022-11-01,CO
6517,"Dawson, Juno",This Book is Gay,Public,1,9,2022,2022-09-01,WA
6518,"Dawson, Juno",This Book is Gay,Public,1,10,2022,2022-10-01,NJ
6519,"Dawson, Juno",This Book is Gay,School,1,4,2022,2022-04-01,CT
6520,"Dawson, Juno",This Book is Gay,School,1,12,2022,2022-12-01,PA
6521,"Dawson, Juno",This Book is Gay,School,1,3,2023,2023-03-01,OH
6522,"Dawson, Juno",This Book is Gay,School,1,4,2023,2023-04-01,FL
6523,"Dawson, Juno",This Book is Gay,School,1,2,2023,2023-02-01,ID
6525,"Dawson, Juno",This Book is Gay,School,1,3,2023,2023-03-01,IA
6526,"Dawson, Juno",This Book is Gay,School,1,10,2022,2022-10-01,CT
6527,"Dawson, Juno",This Book is Gay,School,1,3,2023,2023-03-01,OH
6528,"Dawson, Juno",This Book is Gay,Public,1,4,2023,2023-04-01,ID
6529,"Dawson, Juno",This Book is Gay,School,1,4,2022,2022-04-01,FL
6530,"Dawson, Juno",This Book is Gay,School,1,4,2022,2022-04-01,TX
6531,"Dawson, Juno",This Book is Gay,School,1,7,2021,2021-07-01,WI
6532,"Dawson, Juno",This Book is Gay,School,1,3,2022,2022-03-01,MO
6533,"Dawson, Juno",This Book is Gay,School,1,11,2021,2021-11-01,KN
6534,"Dawson, Juno",This Book is Gay,School,1,1,2022,2022-01-01,TX
6535,"Dawson, Juno",This Book is Gay,School,1,10,2021,2021-10-01,MO
6536,"Dawson, Juno",This Book is Gay,School,1,12,2021,2021-12-01,TX
6538,"Dawson, Juno",This Book is Gay,School,1,6,2022,2022-06-01,PA
6540,"Dawson, Juno",This Book is Gay,School,1,2,2022,2022-02-01,TN
6541,"Dawson, Juno",This Book is Gay,School,1,2,2022,2022-02-01,MA
6542,"Dawson, Juno",This Book is Gay,School,1,4,2022,2022-04-01,FL
6543,"Dawson, Juno",This Book is Gay,School,1,2,2022,2022-02-01,ID
6544,"Dawson, Juno",This Book is Gay,School,1,3,2022,2022-03-01,WI
6545,"Pitman, Gayle E.",This Day in June,School,1,3,2023,2023-03-01,OH
6546,"Pitman, Gayle E.",This Day in June,School,1,10,2022,2022-10-01,FL
6548,"Pitman, Gayle E.",This Day in June,School,1,3,2022,2022-03-01,NC
6549,"Pitman, Gayle E.",This Day in June,School,1,4,2022,2022-04-01,FL
6550,"Victoria, Emily",This Golden Flame,School,1,2,2022,2022-02-01,TN
6551,"Callender, Kacen",This Is Kind of an Epic Love Story,School,1,2,2022,2022-02-01,TX
6552,"Callender, Kacen",This Is Kind of an Epic Love Story,School,1,12,2021,2021-12-01,TX
6553,"Callender, Kacen",This Is Kind of an Epic Love Story,School,1,2,2022,2022-02-01,TN
6554,"Johnson, Kim",This is My America,School,1,7,2022,2022-07-01,FL
6555,"Johnson, Kim",This is My America,School,1,11,2021,2021-11-01,FL
6556,"Johnson, Kim",This is My America,School,1,8,2021,2021-08-01,PA
