ID,New_Book_Author,New_Book_Title,Series_Name,Book_Co_Author,Illustrators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Overseeing_Agency,City,County,Sch_Name,Lib_name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4,Last_Updated
4804,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
4805,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,,Challenged - On Shelves,"Moved to adult shelves after a ""visit from the Mayor, City Admininstratory and Library Board President""

 UPDATE - book will not be reviewed as the complaintant checked the book out and will not return it.

 FINAL DECISION: Jan 23: Library will keep but it",Unknown,,,Public,December,2022,NE,Keene Memorial Library,,,,Keene Memorial Library,,,,,,,,
4806,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,Affiliation Unknown,,,Unknown,,,Public,Fall,2022,ID,Meridian Library,,,,Meridian Library,,,,,,,,
4807,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,,Challenged - Removed While Under Review,,,,,School,February,2023,ID,Kuna School District,,,,,,,,https://www.idahopress.com/news/local/kuna-school-district-places-25-books-under-restricted-access-after-idaho-legislators-request-removal/article_a82ba3ce-ad81-11ed-b90d-ff1ff44b82f6.html,,,,
4808,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",Formal Challenge,Parent,Challenged - Removed While Under Review,"After two complaints (possibly more) were received in the district in fall 2022, the district initiated an internal review to “ensure materials are appropriate for students at each grade level.” While under review, the titles were not physically removed f",Banned From Library,,,School,April,2023,NC,Cumberland County Schools,,Cumberland,,,,Removed,4/22/2023,https://www.fayobserver.com/story/news/education/2023/04/18/the-latest-on-cumberland-county-schools-books-review/70084133007/,https://www.fayobserver.com/story/opinion/2023/02/17/pitts-cumberland-schools-should-stop-the-book-killers-in-their-tracks/69911886007/,,,
4809,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,,Challenged - Location Unknown,moved from children's collection to parenting collection and will be located next to the reference desk.,Reshelved,Yes,Restricted to Parents,Public,,,AR,Craighead County Jonesboro Public Library,,,,Craighead County Jonesboro Public Library,,,,,,,,
4810,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,,,,N/A,,,Public,,,WY,Campbell County Libraries,,Campbell,,Campbell County Libraries,,,,,,,,
4811,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",,,,,N/A,,,Public,,,WY,Campbell County Libraries,,Campbell,,Campbell County Libraries,,,,,,,,
4812,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",Unclear,,Challenged - Removed While Under Review,"Soft Censorship - ""checked out for review""",Unknown,,,Public,,,AK,Anchorage Public Library,,,,Anchorage Public Library,,,,,,,,
4813,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",Formal Challenge,Affiliation Unknown,Challenged - Removed While Under Review,policy under review - looking for a way to provide parents a means to opt out,Unknown,,,School,November,2021,TX,Clear Creek ISD,,,,,Unknown,,,,,,,
4814,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",Response to Law,Affiliation Unknown,Challenged - Location Unknown,,Banned,,,School,May,2022,TX,Frisco ISD,,,,,Unknown,,,,,,,
4815,"Silverberg, Cory","Sex is a Funny Word: A Book About Bodies, Feelings, and YOU",,,"Smyth, Fiona",Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School,April,2022,FL,Walton County School District,,Walton,,,Unknown,,,,,,,
4816,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",,,,,,Challenged - On Shelves,,,,,School,November,2022,CT,Enfield Public Schools,,,,,,,,,,,,
4817,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",,,,,,,Response to MIssouri Senate Bill 775,Banned,,,School,,,MO,Rockwood School District,,,,,,,,,,,,
4818,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",,,,,,,reshelved to adult graphic novel,Reshelved,,Moved to adult graphic novel section,Public,,,WY,Campbell County Libraries,,Campbell,,Campbell County Libraries,,,,,,,,
4819,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",,,,Response to Law,Affiliation Unknown,Challenged - Location Unknown,2022-23 school year,Unknown,,,School,October,2021,MO,Rockwood School District,,,,,Unknown,,,,,,,
4820,"Green, Laci","Sex Plus: Learning, Loving, and Enjoying Your Body",,,,Administrative Review,Administration,Challenged - Location Unknown,,Unknown,,,School,April,2022,FL,Walton County School District,,Walton,,,Unknown,,,,,,,
4821,"Bailey, Jacqui","Sex, Puberty, and all That Stuff : A Guide to Growing Up",,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4822,"Bailey, Jacqui","Sex, Puberty, and all That Stuff : A Guide to Growing Up",,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4823,"Nasler, Nikol",Sex: A Book for Teens,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
4824,"Nasler, Nikol",Sex: A Book for Teens,,,,,,,Already shelved in Adult section,N/A,,,Public,October,2022,LA,St. Tammany Parish Library,,Slidell,,St. Tammany Parish Library,,,,,,,,
4825,"Nasler, Nikol",Sex: A Book for Teens,,,,Administrative Review,Group,Challenged - Location Unknown,FLCA,Retained Restricted,Yes,Parental Advisory label added in Feb 2022,School,January,2022,FL,Collier County Public Schools,,Collier,,,Unknown,,,,,,,
4826,"Sommer, Carl","Sex: If You're Scared of the Truth, Don't Read",,,,Response to Law,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Unknown,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,,,,,,,
4827,"Sommer, Carl","Sex: If You're Scared of the Truth, Don't Read",,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4828,"Rotner, Shelley and Kelly, Sheila M.",Shades of People,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4829,"Mead, Richelle",Shadow Kiss,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4830,"Shakespeare, William",Shakespeare's Hamlet: The Manga Edition,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
4831,"Mays, Nanay",Sharice's Big Voice: A Native Kid Becomes a Congresswoman,,"Davis, Sharice",,Informal Challenge,Group,Challenged - Location Unknown,Area resident representing Muslim parental advocacy asked to remove 36 books. It seems some of these might not be in school - and some might have already been challenged.,N/A,,,School,March,2023,OH,Hilliard Board of Education,,,,,,,4/18/2023,https://news.wosu.org/news/2023-04-17/book-challenges-increase-in-ohio-across-us-as-groups-seek-to-ban-multiple-titles,https://www.dispatch.com/story/news/local/2023/02/14/hilliard-school-board-urged-not-to-give-in-to-fear-mongering-lawsuit/69901141007/,,,
4832,"East, Cathy",Shark Attack!,,,,Formal Challenge,Group,Challenged - Location Unknown,Challenge (includes a challenge to the larger ELA curriculum) - Committee recommended continued use,Retained,,Third Grade,School,January,2022,TN,Williamson County Schools,,Williamson,Williamson County,,Unknown,,,,,,,
4833,"Johnson, R. Kikuo",Shark King,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
4834,"Mafi, Tahereh",Shatter Me,,,,,,,,Banned,,,School,January,2023,VA,Madison County Public Schools,,Madison,,,,,,,,,,
4835,"Shinn, Sharon",Shattered Warrior,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
4836,"Peters, Julie Anne","She Loves You, She Loves You Not--",,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,,
4837,"Peters, Julie Anne","She Loves You, She Loves You Not--",,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4838,"Ryle, Robyn","She/He/They/Me: For the Sisters, Misters, and Binary Resisters",,,,Administrative Review,Administration,Challenged - Removed While Under Review,FIVE,Returned,,,School,2,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4839,"Myracle, Lauren",Shine,,,,,,,,Banned,,,School,,,FL,Clay County School District,,Clay,,,,,,,,,,
4840,"Myracle, Lauren",Shine,,,,Unclear,Affiliation Unknown,On shelves,Total of 33 library books challenged in Spotsylvania,,,,School,Fall,2022,VA,Spotsylvania County Public Schools,,Spotsylvania,,,,,,,,,,
4841,"Myracle, Lauren",Shine,,,,,,,,Banned,,,School,November,2022,UT,Washington County School District,,Washington,,,,,,,,,,
4842,"Myracle, Lauren",Shine,,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
4843,"Myracle, Lauren",Shine,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
4844,"Myracle, Lauren",Shine,,,,,,Challenged - Location Unknown,,Banned,,,School,February,2023,FL,Martin County Schools,,Martin,,,,,,https://www.wptv.com/news/education/dozens-of-books-removed-from-martin-county-schools,,,,
4845,"Myracle, Lauren",Shine,,,,,,,,Banned,,,School,November,2022,UT,Alpine School District,,Utah,,,,,,,,,,
4846,"Myracle, Lauren",Shine,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
4847,"Myracle, Lauren",Shine,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,Unclear,,UT,Davis School District,,Davis,,,Unknown,,,,,,,
4848,"Myracle, Lauren",Shine,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,High School,Still in Process,,,School,March,2022,TX,Eanes,,,,,Unknown,,,,,,,
4849,"Myracle, Lauren",Shine,,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,May,2022,MI,Gladwin Community Schools,,,,,Unknown,,,,,,,
4850,"Myracle, Lauren",Shine,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,"Challenged for obscventiy and or mature content

 Did not violate standards - should remain on shelf - challenger appealled",Unknown,,,School,April,2022,PA,Littlestown Area School District,,,,,Unknown,,,,,,,
4851,"Myracle, Lauren",Shine,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4852,"Myracle, Lauren",Shine,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4853,"Taifa, Nkechi",Shining Legacy: A Treasury of Storypoems and Tales for the Young So Black Heroes Forever WIll Be Sung,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4854,"Lundin, Britta",Ship it,,,,Response to Law,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4855,"Lundin, Britta",Ship it,,,,Administrative Review,Administration,Challenged - Removed While Under Review,THREE,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4856,"Hyman, Miles","Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
4857,"Hyman, Miles","Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,Unclear,,TX,Leander,,,,,Unknown,,,20.21 Leander Curr Review RESULTs for 21.22,,,,
4858,"Stiefvater, Maggie",Shiver,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4859,"Constantine, Alysia",Short Stuff: A Young Adult LGBTQ+ Anthology,,,,Administrative Review,Administration,Challenged - Removed While Under Review,TWO,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4860,"Mooney, Carla",Should Abortion be Legal?,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4861,"Nardo, Don",Should Teens Have Access to Birth Control?,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4862,"Anderson, Laurie Halse",Shout,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
4863,"Anderson, Laurie Halse",Shout,,,,Informal Challenge,,,,Unknown,,,Public,August,2022,CO,Wellington Public Library,,Wellington,,Wellington Public Library,,,,,,,,
4864,"Anderson, Laurie Halse",Shout,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Most of the information comes through newspaper articles about all of these books. It seems likely they were initiated by community members and possibly removed from shelves - but that hasn't been confirmed.,Still in Process,,,School,February,2023,PA,Central Bucks School District,,,,,,On shelves,4/15/2023,In efiles,,,,
4865,"Anderson, Laurie Halse",Shout,,,,Informal Challenge,Group,Challenged - Location Unknown,Area resident representing Muslim parental advocacy asked to remove 36 books. It seems some of these might not be in school - and some might have already been challenged.,N/A,,,School,March,2023,OH,Hilliard Board of Education,,,,,,,4/18/2023,https://news.wosu.org/news/2023-04-17/book-challenges-increase-in-ohio-across-us-as-groups-seek-to-ban-multiple-titles,https://www.dispatch.com/story/news/local/2023/02/14/hilliard-school-board-urged-not-to-give-in-to-fear-mongering-lawsuit/69901141007/,,,
4866,"Anderson, Laurie Halse",Shout,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,,
4867,"Anderson, Laurie Halse",Shout,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Banned,,removed from reading clubs and classroom libraries permanently,School,Unclear,,TX,Leander,,,,,Unknown,,,20.21 Leander Curr Review RESULTs for 21.22,,,,
4868,"Anderson, Laurie Halse",Shout,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4869,"Anderson, Laurie Halse",Shout,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4870,"Keplinger, Kody",Shut Out,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4871,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
4872,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Informal Challenge,Affiliation Unknown,Challenged - Removed While Under Review,removed High School,Banned,,,School,August,2022,MI,Davison Community Schools,,,,,Unknown,,,,,,,
4873,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,in challenge process?,Unknown,,,School,Unclear,,GA,Forsyth County Schools,,,,,Unknown,,,,,,,
4874,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,"Cites Abbott's order re: ""porography in schools"" and many are books from Rep Krause letter",Retained,,,School,January,2022,TX,Granbury Independent School District,,,,,Unknown,Returned to Shelves MARCH 2022,,,,,,
4875,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,February,2022,TX,McKinney,,,,,Unknown,,,,,,,
4876,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school.

 School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School,November,2021,UT,Murray City School District,,,,,Unknown,,,,,,,
4877,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4878,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda,,,,Administrative Review,Administration,Challenged - Removed While Under Review,TWO,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4879,"Miller, Frank",Sin City (Series),Sin City,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4880,"Lyons, Kelly Starling",Sing a Song,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4881,"Lyons, Kelly Starling",Sing a Song,,,,Administrative Review,Administration,Challenged - Removed While Under Review,,Unknown,,,School,January,2022,FL,Duval County Public Schools,,Duval,,,Unknown,,,,,,,
4882,"Picoult, Jodi",Sing You Home,,,,,,Challenged - Location Unknown,,Banned,,,School,February,2023,FL,Martin County Schools,,Martin,,,,,,https://www.wptv.com/news/education/dozens-of-books-removed-from-martin-county-schools,,,,
4883,"Schulte, Mary",Sirens (Monsters Series),Monsters,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
4884,"Goode, Laura",Sister Mischief,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Removed from shelves for review on basis of Rep Krause letter,Unknown,,,School,December,2021,TX,North East,,,,,Unknown,,,,,,,
4885,"Goode, Laura",Sister Mischief,,,,Administrative Review,Administration,Challenged - Removed While Under Review,FOUR,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4886,"Lorde, Audre",Sister Outsider: Essays and Speeches,,,,Administrative Review,Administration,Challenged - Removed While Under Review,TWO,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4887,"Paulsen, Gary",Sisters/Hermanas,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4888,"Paulsen, Gary",Sisters/Hermanas,,,,Unclear,Affiliation Unknown,Challenged - Removed While Under Review,Status Change: 2/28/22,Retained Restricted,Yes,High School Only,School,November,2021,FL,Indian River County Schools,,Indian River,,,Unknown,,,,,,,
4889,"Bardugo, Leigh",Six of Crows,,,,Administrative Review,Administration,Challenged - Removed While Under Review,ONE,Returned,,,School,February,2022,TN,Collierville Schools,,Collier,,,Unknown,,,,,,,
4890,"Vrettos, Adrienne Maria",Skin,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
4891,"Perry, Latashia M.",Skin Like Mine,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4892,"Schachner, Judy",Skippyjon Jones,,,,Formal Challenge,Affiliation Unknown,Challenged - On Shelves,,Unknown,,,School,October,2021,TX,Plano,,,,,Unknown,,,,,,,
4893,"Hoover, Colleen",Slammed,,,,,,Challenged - Removed While Under Review,,Still in Process,,,Public,,2022,LA,St. Tammany Parish Library,,,,St. Tammany Parish Library,,,,,,,,
4894,"Vonnegut, Kurt",Slaughterhouse Five,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
4895,"Vonnegut, Kurt",Slaughterhouse Five,,,,,,Challenged - Removed While Under Review,,,,,School,January,2023,FL,Clay County School District,,Clay,,,,,,,,,,
4896,"Vonnegut, Kurt",Slaughterhouse Five,,,,,,Challenged - Removed While Under Review,,,,,School,February,2023,NC,Pender County Schools,,Pender,,,,,,https://portcitydaily.com/local-news/2023/02/15/41-books-will-come-off-pender-county-schools-shelves-while-they-undergo-review/,,,,
4897,"Vonnegut, Kurt",Slaughterhouse Five,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,ND,Williston Basin School District #7,,,,,,,,,,,,
4898,"Vonnegut, Kurt",Slaughterhouse Five,,,,,,Challenged - Location Unknown,,,,,School,August,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4899,"Vonnegut, Kurt",Slaughterhouse Five,,,,Formal Challenge,,Challenged - On Shelves,,,,,School,October,2022,OH,Big Walnut Schools Delaware,,,,,,,,,,,,
4900,"Vonnegut, Kurt",Slaughterhouse Five,,,,Informal Challenge,Administration,Challenged - Removed While Under Review,in quarentine - List 4,Unknown,,,School,November,2021,FL,Brevard County Public Schools,,Brevard,,,Unknown,,,,,,,
4901,"Vonnegut, Kurt",Slaughterhouse Five,,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,,Unknown,,,School,May,2022,MI,Gladwin Community Schools,,,,,Unknown,,,,,,,
4902,"Vonnegut, Kurt",Slaughterhouse-Five: The Graphic Novel,,,,,,Challenged - On Shelves,,,,,School,November,2022,MD,Frederick County Public Schools,,,,,,,,,,,,
4903,"Vonnegut, Kurt",Slaughterhouse-Five: The Graphic Novel,,,,,,,,Banned,,,School,October,2022,MO,Independence School District,,,,,,,,,,,,
4904,"Vonnegut, Kurt",Slaughterhouse-Five: The Graphic Novel,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,MO,Wentzville School District,,,,,,,,,,,,
4905,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,,,Challenged - Location Unknown,,,,,School,December,2022,CO,Greeley-Evans School District 6,,Weld,,,,,,,,,,
4906,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
4907,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,,,Challenged - Location Unknown,,,,,School,March,2023,CO,Greeley-Evans School District 6,,Weld,,,,,,https://www.greeleyschools.org/Page/26613,,,,
4908,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,Administrative Review,Administration,Challenged - Removed While Under Review,per order of Superintendent after receiving FCA mailing,Unknown,,,School,April,2022,FL,Jackson County School Board,,Jackson,,,Unknown,,,,,,,
4909,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,Unclear,Affiliation Unknown,Challenged - Location Unknown,,Retained Restricted,Yes,unclear,School,February,2022,FL,Lee County School,,Lee,,,Unknown,,,,,,,
4910,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,Superintendent already examining book policies - particularly acquisition,Unknown,,,School,February,2022,RI,North Smithfield School District,,,,,Unknown,,,,,,,
4911,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,Informal Challenge,Affiliation Unknown,Challenged - Location Unknown,at high school,Unknown,,,School,June,2022,PA,Pleasant Valley School District,,Monroe,,,Unknown,,,,,,,
4912,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,a few pages - CONSIDER LOOKING TO SEE IF PAGES MATCH QUOTES?,Banned,,,School,January,2022,FL,St. Lucie Public Schools,,St. Lucie,,,Unknown,,,,,,,
4913,"McCafferty, Megan",Sloppy Firsts (Jessica Darling Series),Jessica Darling,,,Administrative Review,Administration,Challenged - Location Unknown,Actually removed,Removed,,,School,April,2022,FL,Walton County School District,,Walton,,,Unknown,,,,,,,
4914,"Hopkins, Ellen",Smoke,,,,,,,,Banned,,,School,October,2022,FL,Hernando County Schools,,Hernando,,,,,,,,,,
4915,"Hopkins, Ellen",Smoke,,,,,,Challenged - Location Unknown,,,,,School,January,2023,TX,Keller ISD,,,,,,,,,,,,
4916,"Hopkins, Ellen",Smoke,,,,Targeted During Board Meeting,Group,Unknown,,,,,School,December,2022,SC,Horry County Schools,,Horry,,,,,,,,,,
4917,"Hopkins, Ellen",Smoke,,,,,,Challenged - Removed While Under Review,,,,,School,October,2022,SC,Beaufort County School District,,Beaufort,,,,,,,,,,
4918,"Hopkins, Ellen",Smoke,,,,,,Challenged - Removed While Under Review,,,,,School,September,2022,FL,Escambia County Public Schools,,Escambia,,,,,,,,,,
4919,"Hopkins, Ellen",Smoke,,,,,,Challenged - Removed While Under Review,,,,,School,February,2023,PA,Penncrest,,,,,,,,,,,,
4920,"Hopkins, Ellen",Smoke,,,,Formal Challenge,Group,Challenged - On Shelves,,Banned,,,School,January,2022,TX,Prosper ISD,,,,,Unknown,,,,,,,
4921,"Bunting, Eve",Smoky Night,,,,Administrative Review,Administration,Challenged - Removed While Under Review,Pulled (against policy)and returned to shelves after national outcry,Returned,,,School,September,2021,PA,Central York School District,,York,,,Unknown,,,,,,,
4922,"Leyh, Kat",Snapdragon,,,,,,Challenged - Location Unknown,,,,,School,July,2022,FL,Clay County School District,,Clay,,,,,,,,,,
4923,"Leyh, Kat",Snapdragon,,,,Internal/Administrative Review,Administration,Challenged - Removed While Under Review,"Removed against policy. Protest. Pulled from shelves against policy. After library's levy was defeated due to protest re: the decision, books were all reshelved",Retained,,,Public,,,LA,Lincoln Parish Library,,Ruston,,Lincoln Parish Library,,,,,,,,
4924,"Guterson, David",Snow Falling on Cedars,,,,,,,,Banned,,,School,January,2023,VA,Madison County Public Schools,,Madison,,,,,,,,,,
4925,"See, Lisa",Snow Flower and the Secret Fan,,,,,,,,Banned,,,School,November,2022,UT,Washington County School District,,Washington,,,,,,,,,,
4926,"Watkins, Yoko Kawashima",So Far From the Bamboo Grove,,,,Formal Challenge,Affiliation Unknown,Challenged - Location Unknown,Retained for curriculum GRADE 7,Retained,,,School,February,2022,MA,Silver Lake Regional School District,,,,,Unknown,,,,,,,
4927,"Sanchez, Alex",So Hard to Say,,,,,,Challenged - Location Unknown,,Banned,,,School,March,2023,FL,Duval County Public Schools,,Duval,,,,,,https://news.yahoo.com/morally-damning-comments-dcps-book-210922717.html?guccounter=1,,,,
